Titre,Localisation,Prix,Année-Modèle,Boite de vitesses,Type de carburant,Kilométrage,Marque,Modèle,Nombre de portes,Origine,Première main,Puissance fiscale,État,ABS,Airbags,CD/MP3/Bluetooth,Caméra de recul,Climatisation,ESP,Jantes aluminium,Limiteur de vitesse,Ordinateur de bord,Radar de recul,Régulateur de vitesse,Sièges cuir,Système de navigation/GPS,Toit ouvrant,Verrouillage centralisé à distance,Vitres électriques
sportage tout options,"Assif, Marrakech",270 000 DH,2019,Automatique,Diesel,90 000 - 94 999,Kia,Sportage,5,Importée neuve,Non,8 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Opel corsa,"Autre secteur, Agadir",95 000 DH,2019,Manuelle,Essence,110 000 - 119 999,Opel,Corsa,5,,Oui,6 CV,Très bon,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Renault Express Diesel Manuelle 2023 à Casablanca,"Autre secteur, Casablanca",161 000 DH,2023,Manuelle,Diesel,45 000 - 49 999,Renault,Express,5,WW au Maroc,Oui,6 CV,Bon,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
Volkswagen Touran Diesel Automatique 2017 à Deroua,"Toute la ville, Deroua",190 000 DH,2017,Automatique,Diesel,180 000 - 189 999,Volkswagen,Touran,5,Dédouanée,Non,6 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
peugeot 208 gti,"Centre ville, Tétouan",115 000 DH,2015,Manuelle,Essence,120 000 - 129 999,Peugeot,208,3,Importée neuve,Non,9 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
dacia logan 2017,"Centre ville, Tétouan",104 000 DH,2017,Manuelle,Diesel,130 000 - 139 999,Dacia,Logan,,WW au Maroc,,6 CV,Excellent,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Seat Ateca Fr 2023,"Val Fleuri, Tanger",348 000 DH,2023,Automatique,Diesel,40 000 - 44 999,Seat,Ateca,5,WW au Maroc,Oui,8 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Hyundai santa fe,"El Qaria, Salé",80 000 DH,2007,Manuelle,Diesel,300 000 - 349 999,Hyundai,Santa Fe,5,WW au Maroc,Non,9 CV,Bon,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
بيجو 206 ديازل مرحبا,"Oulfa, Casablanca",54 000 DH,2004,Manuelle,Diesel,35 000 - 39 999,Peugeot,206,5,,Non,7 CV,Bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
BMW serie 3 M340i,"Derb Ghallef, Casablanca",630 000 DH,2021,Automatique,Essence,75 000 - 79 999,BMW,Série 3,5,WW au Maroc,Oui,17 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
seat leon 2020,"Al Azhar, Tétouan",190 000 DH,2020,Manuelle,Diesel,60 000 - 64 999,Seat,Leon,5,WW au Maroc,Non,6 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
Hyundai Santa Fe Diesel Automatique 2004,"Sidi Othmane, Casablanca",57 000 DH,2004,Automatique,Diesel,350 000 - 399 999,Hyundai,Santa Fe,5,WW au Maroc,Non,8 CV,Correct,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Audi A1 Sline 2019,"Val Fleuri, Tanger",215 000 DH,2019,Automatique,Diesel,85 000 - 89 999,Audi,A1,5,WW au Maroc,Non,6 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LAND-ROVER RANGE ROVER SPORT Diesel Automatique,"Autre secteur, Casablanca",660 000 DH,2019,Automatique,Diesel,140 000 - 149 999,Land Rover,Range Rover Sport,5,Importée neuve,Oui,12 CV,Bon,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Nissan Qashqai,"Victoria, Bouskoura",154 000 DH,2015,Manuelle,Diesel,200 000 - 249 999,Nissan,Qashqai,5,WW au Maroc,Oui,6 CV,Très bon,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Mercedes-Benz 220 Diesel Manuelle 2013 à Selouane,"Toute la ville, Selouane",175 000 DH,2013,Manuelle,Diesel,190 000 - 199 999,Mercedes-Benz,220,5,Dédouanée,,9 CV,Excellent,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Peugeot 301 Diesel Manuelle 2015 à Fès,"Narjis, Fès",83 000 DH,2015,Manuelle,Diesel,20 000 - 24 999,Peugeot,301,5,WW au Maroc,,6 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
peugeut 206,"Achennad, Tanger",35 000 DH,2001,Manuelle,Diesel,140 000 - 149 999,Peugeot,206,5,WW au Maroc,Non,6 CV,Correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
citroen c5 aircross,"Toute la ville, Larache",198 000 DH,2019,Automatique,Diesel,100 000 - 109 999,Citroen,C5,5,WW au Maroc,Non,8 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FORD FIESTA,"Toute la ville, Alnif",78 000 DH,2011,Manuelle,Diesel,250 000 - 299 999,Ford,Fiesta,5,WW au Maroc,Non,6 CV,Très bon,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Mercedes-Benz 307,"Toute la ville, Sefrou",80 000 DH,1980 ou plus ancien,Manuelle,Diesel,300 000 - 349 999,Mercedes-Benz,310D,3,Dédouanée,Non,10 CV,Bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BMW X3 Essence Manuelle 2007 à Mdiq,"Toute la ville, Mdiq",54 999 DH,2007,Manuelle,Essence,190 000 - 199 999,BMW,X3,5,WW au Maroc,Non,8 CV,Bon,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
Hyundai ix35,"Daoudiate, Marrakech",13 000 DH,2013,Manuelle,Diesel,140 000 - 149 999,Hyundai,ix35,5,WW au Maroc,Non,8 CV,Très bon,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
opel kadett,"Autre secteur, Agadir",31 000 DH,1989,Manuelle,Diesel,20 000 - 24 999,Opel,Kadett,3,Dédouanée,Non,7 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Peugeot 205 Essence Manuelle 1985 à Meknès,"Bele Vue, Meknès",15 000 DH,1985,Manuelle,Essence,0 - 4 999,Peugeot,205,3,Dédouanée,Non,6 CV,Correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Renault Kangoo Diesel Manuelle 2017 à Tanger,"Centre ville, Tanger",140 000 DH,2017,Manuelle,Diesel,190 000 - 199 999,Renault,Kangoo,5,WW au Maroc,Non,6 CV,Très bon,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Toyota Corolla,"Al Kassam, Dakhla",61 000 DH,2006,Manuelle,Essence,0 - 4 999,Toyota,Corolla,5,WW au Maroc,Non,8 CV,Excellent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
peugeot partner,"Toute la ville, Salé",58 000 DH,2007,Manuelle,Diesel,0 - 4 999,Peugeot,Partner,5,,,6 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Renault Kangoo Diesel Automatique 2025 à Nador,"Autre secteur, Nador",283 000 DH,2025,Automatique,Diesel,5 000 - 9 999,Renault,Kangoo,5,WW au Maroc,Oui,6 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Citroen Berlingo Diesel premiere main 2016,"Targa, Marrakech",107 000 DH,2016,Manuelle,Diesel,250 000 - 299 999,Citroen,Berlingo,5,WW au Maroc,Oui,6 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Toyota C-HR Hybride Automatique 2020 à Temara,"Centre Ville, Temara",215 000 DH,2020,Automatique,Hybride,110 000 - 119 999,Toyota,C-HR,,,,10 CV,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Volkswagen Gol Essence Manuelle 2009 à Casablanca,"Lissasfa, Casablanca",42 000 DH,2009,Manuelle,Essence,110 000 - 119 999,Volkswagen,Gol,5,Dédouanée,Oui,6 CV,Excellent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Suzuki Carry Essence Manuelle 1993 à Tanger,"Beni Makada Lakdima, Tanger",50 000 DH,1993,Manuelle,Essence,75 000 - 79 999,Suzuki,Carry,5,Dédouanée,Non,6 CV,Bon,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
hyunday ix35 bon état,"Beauséjour, Casablanca",125 000 DH,2012,Manuelle,Diesel,160 000 - 169 999,Hyundai,ix35,5,WW au Maroc,Non,8 CV,Bon,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Dacia Dokker Diesel Manuelle 2018 à Casablanca,"2 Mars, Casablanca",118 000 DH,2018,Manuelle,Diesel,200 000 - 249 999,Dacia,Dokker,5,WW au Maroc,Non,6 CV,Excellent,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
GLA 220 pack amg,"Hay Riad, Rabat",247 000 DH,2015,Automatique,Diesel,190 000 - 199 999,Mercedes-Benz,Classe GLA,5,Importée neuve,Non,9 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Peugeot 3008 GT LINE EAT8 Diesel  2019 à Temara,"Centre Ville, Temara",220 000 DH,2019,Automatique,Diesel,200 000 - 249 999,Peugeot,3008,5,WW au Maroc,Oui,8 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
jeep a vendre prix 200000 négociable,"2 Mars, Casablanca",200 000 DH,2016,Automatique,Diesel,200 000 - 249 999,Jeep,Grand Cherokee,5,,Oui,18 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Peugeot Partner Diesel Manuelle 2003 à Béni Mellal,"Toute la ville, Béni Mellal",47 000 DH,2003,Manuelle,Diesel,Plus de 500 000,Peugeot,Partner,,WW au Maroc,,7 CV,Bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ford Kuga Automatique 2022,"Ahlane, Tanger",230 000 DH,2022,Automatique,Diesel,100 000 - 109 999,Ford,Kuga,3,Dédouanée,Oui,6 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Volkswagen Touareg Diesel Automatique 2021,"Almaz, Casablanca",470 000 DH,2021,Automatique,Diesel,110 000 - 119 999,Volkswagen,Touareg,5,WW au Maroc,Oui,12 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Ford ka Modèle 2009 dédouané 2012,"Route de Ceuta, Tétouan",68 000 DH,2012,Manuelle,Essence,80 000 - 84 999,Ford,Ka,3,Dédouanée,Oui,7 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Audi Q5 Modèle 2014,"Route de Ceuta, Tétouan",178 000 DH,2014,Manuelle,Diesel,200 000 - 249 999,Audi,Q5,5,WW au Maroc,Non,8 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
voiture,"Toute la ville, Errachidia",125 000 DH,2013,Manuelle,Diesel,25 000 - 29 999,Mitsubishi,L200,5,WW au Maroc,Non,10 CV,Très bon,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
🚗 à vendre,"Toute la ville, Taroudant",187 000 DH,2021,Manuelle,Diesel,140 000 - 149 999,Skoda,Kamiq,5,WW au Maroc,Non,7 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
seat arona Modèle 2022 1ère main,"Route de Ceuta, Tétouan",208 000 DH,2022,Manuelle,Diesel,50 000 - 54 999,Seat,Arona,5,WW au Maroc,Oui,6 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Clio compus Essence Manuelle 2011 à Oujda,"Centre Ville, Oujda",63 000 DH,2011,Manuelle,Essence,150 000 - 159 999,Renault,Clio,5,Dédouanée,Oui,7 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
بيجو 306 نقية اللهم بارك,"Toute la ville, Ait Melloul",35 000 DH,1998,Manuelle,Essence,35 000 - 39 999,Peugeot,306,5,WW au Maroc,Non,8 CV,Très bon,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Ford focus 2021,"Ain Sebaa, Casablanca",193 000 DH,2021,Manuelle,Diesel,45 000 - 49 999,Ford,Focus,5,WW au Maroc,Non,6 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
clio 4 ba9a n9iya,"Hay Nahda, Rabat",113 000 DH,2016,Manuelle,Diesel,250 000 - 299 999,Renault,Clio,5,,,6 CV,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Fiat Doblo,"Toute la ville, Khouribga",85 000 DH,2013,Manuelle,Diesel,170 000 - 179 999,Fiat,Doblo,5,WW au Maroc,Non,7 CV,Très bon,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Skoda Fabia Essence Manuelle 2024 à Temara,"Centre Ville, Temara",168 000 DH,2024,Manuelle,Essence,0 - 4 999,Skoda,Fabia,,,,6 CV,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
داسيا دوكير فان,"Dar El Lhamra, Salé",115 000 DH,2020,Manuelle,Diesel,5 000 - 9 999,Dacia,Dokker,5,,Non,6 CV,Très bon,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Mercedes clas 250,"Abbadi, Temara",46 000 DH,1994,Manuelle,Diesel,200 000 - 249 999,Mercedes-Benz,Classe C,5,Dédouanée,Non,9 CV,Bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Transport Touristique,"Bab Ghmat, Marrakech",130 000 DH,2016,Manuelle,Diesel,Plus de 500 000,Ssangyong,Family,5,WW au Maroc,Non,8 CV,Excellent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
Toyota Corolla Cross Hybride Automatique 2022,"Aïn Chock, Casablanca",285 000 DH,2022,Automatique,Hybride,60 000 - 64 999,Toyota,Corolla Cross,5,WW au Maroc,Oui,10 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Volvo S90 Diesel Automatique 2021 à Marrakech,"Av Mohammed VI, Marrakech",339 000 DH,2021,Automatique,Diesel,80 000 - 84 999,Volvo,S90,5,WW au Maroc,Non,8 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Dacia duster,"Al Irfane 2, Tanger",220 000 DH,2023,Manuelle,Diesel,20 000 - 24 999,Dacia,Duster,5,WW au Maroc,Oui,6 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
modil 2016 ba9a sbaghtha lwla libghaha marhba,"Sbata, Casablanca",120 000 DH,2016,Manuelle,Diesel,200 000 - 249 999,Dacia,Dokker,5,WW au Maroc,Non,7 CV,Bon,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Renault Clio 5 Diesel Manuelle 2021 à Temara,"Centre Ville, Temara",155 000 DH,2021,Manuelle,Diesel,70 000 - 74 999,Renault,Clio,5,WW au Maroc,Oui,6 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Toyota Corolla Prestige Hybride Automatique 2020,"Centre Ville, Temara",235 000 DH,2020,Automatique,Hybride,45 000 - 49 999,Toyota,Corolla,5,WW au Maroc,Oui,10 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Toyota Yaris Essence Manuelle 2021 à Temara,"Centre Ville, Temara",135 000 DH,2021,Manuelle,Essence,25 000 - 29 999,Toyota,Yaris,5,WW au Maroc,Oui,6 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hyundai santa Fe Diesel Automatique 2022 à Casa.,"Autre secteur, Casablanca",358 000 DH,2022,Automatique,Diesel,80 000 - 84 999,Hyundai,Santa Fe,5,WW au Maroc,Oui,9 CV,Bon,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Hyundai Tucson Diesel Manuelle 2022 à Tanger,"Centre ville, Tanger",249 000 DH,2022,Manuelle,Diesel,25 000 - 29 999,Hyundai,Tucson,5,WW au Maroc,,6 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hyundai Tucson Diesel Automatique 2023 à Deroua,"Toute la ville, Deroua",339 000 DH,2023,Automatique,Diesel,65 000 - 69 999,Hyundai,Tucson,5,WW au Maroc,Oui,6 CV,Excellent,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
Fiat 500 L diesel 5,"Hay Nahda, Rabat",105 000 DH,2015,Manuelle,Diesel,120 000 - 129 999,Fiat,500L,5,,,5 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
داصيا ساندرو ديزل يدوي 2019 في أكادير,"Ihchach, Agadir",130 000 DH,2019,Manuelle,Diesel,180 000 - 189 999,Dacia,Sandero,5,,Oui,6 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
volkswagen tuguan,"Toute la ville, Khouribga",168 000 DH,2011,Manuelle,Diesel,200 000 - 249 999,Volkswagen,Tiguan,5,Dédouanée,Oui,8 CV,Excellent,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
BMW E30 Manuelle 1987 à Fès état collection,"Agdal, Fès",89 999 DH,1987,Manuelle,Essence,20 000 - 24 999,BMW,Série 3,,Dédouanée,Non,11 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mercedes benz,"Centre ville, Essaouira",42 000 DH,1996,Manuelle,Diesel,250 000 - 299 999,Mercedes-Benz,220,5,Dédouanée,Non,9 CV,Bon,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Renault Mégane4 modèle 2019,"Route de Ceuta, Tétouan",168 000 DH,2019,Automatique,Diesel,140 000 - 149 999,Renault,Megane,5,WW au Maroc,Oui,6 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Renault Mégane4 Modèle 2019 1ère main,"Route de Ceuta, Tétouan",159 000 DH,2019,Manuelle,Diesel,140 000 - 149 999,Renault,Megane,5,WW au Maroc,Oui,6 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Citroen Berlingo Diesel Manuelle 2010 à Marrakech,"M'Hamid, Marrakech",55 000 DH,2010,Manuelle,Diesel,250 000 - 299 999,Citroen,Berlingo,3,WW au Maroc,Non,7 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ford Focus Diesel Automatique 2022 à Marrakech,"Targa, Marrakech",208 000 DH,2022,Automatique,Diesel,70 000 - 74 999,Ford,Focus,5,WW au Maroc,Oui,6 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Dacia Sandero Stepway Modèle 2018 1ère main,"Route de Ceuta, Tétouan",117 000 DH,2018,Manuelle,Diesel,100 000 - 109 999,Dacia,Sandero,5,WW au Maroc,Oui,6 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dacia Sandero Stepway,"Toute la ville, Jorf",121 500 DH,2018,Manuelle,Diesel,150 000 - 159 999,Dacia,Sandero,5,WW au Maroc,Non,7 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
بيجو 306 نحيلا,"Toute la ville, Ait Melloul",35 000 DH,1998,Manuelle,Essence,100 000 - 109 999,Peugeot,306,5,WW au Maroc,Non,8 CV,Très bon,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
OPEL ASTRA,"2 Mars, Casablanca",175 000 DH,2021,Automatique,Diesel,100 000 - 109 999,Opel,Astra,5,WW au Maroc,Oui,6 CV,Excellent,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
بيجو 208 مليحة,"Toute la ville, Martil",195 000 DH,2023,Automatique,Diesel,75 000 - 79 999,Peugeot,208,5,WW au Maroc,Non,6 CV,Neuf,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
